'Chip_name'	'Experiment_name'	'Experiment_description'
'luc2_U_N0025_r2'	'misc_norfloxacin'	'various doses of norfloxacin, some in a recA knockout, some in a strain with a luciferase upregulation'
'luc2_U_N0000_r1'	'misc_norfloxacin'	'various doses of norfloxacin, some in a recA knockout, some in a strain with a luciferase upregulation'
'luc2_U_N0000_r2'	'misc_norfloxacin'	'various doses of norfloxacin, some in a recA knockout, some in a strain with a luciferase upregulation'
'T0_N0000_r1'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T0_N0000_r2'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T0_N0000_r3'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T12_N10000_r1'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T12_N10000_r2'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T12_N10000_r3'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T24_N10000_r1'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T24_N10000_r2'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T24_N10000_r3'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T24_N0000_r1'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T24_N0000_r2'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T24_N0000_r3'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T36_N10000_r1'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T36_N10000_r2'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T36_N10000_r3'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T48_N10000_r1'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T48_N10000_r2'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T48_N10000_r3'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T60_N10000_r1'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T60_N10000_r2'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T60_N10000_r3'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T60_N0000_r1'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T60_N0000_r2'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'T60_N0000_r3'	'norfloxacin_time_series'	'Time-series data from a Norfloxacin perturbation. Samples from perturbed cultures were taken at 12, 24, 36, 48, and 60min. Unperturbed samples were taken at 0, 24, and 60min.'
'ccdB_K12_t0_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'ccdB_K12_t30_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'ccdB_K12_t60_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'ccdB_K12_t90_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'ccdB_K12_t120_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'lacZ_K12_t0_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'lacZ_K12_t30_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'lacZ_K12_t60_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'lacZ_K12_t90_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'lacZ_K12_t120_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'lacZ_MG1063_t0_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'lacZ_MG1063_t0_r2'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'lacZ_MG1063_t30_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'lacZ_MG1063_t30_r2'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'lacZ_MG1063_t60_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'lacZ_MG1063_t60_r2'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'lacZ_MG1063_t90_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'lacZ_MG1063_t90_r2'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'lacZ_MG1063_120_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'ccdB_MG1063_t0_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'ccdB_MG1063_t0_r2'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'ccdB_MG1063_t30_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'ccdB_MG1063_t30_r2'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'ccdB_MG1063_t60_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'ccdB_MG1063_t60_r2'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'ccdB_MG1063_t90_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'ccdB_MG1063_t90_r2'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'ccdB_MG1063_t120_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'lacZ_W1863_t0_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'lacZ_W1863_t30_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'lacZ_W1863_t60_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'lacZ_W1863_t90_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'ccdB_W1872_t0_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'ccdB_W1872_t30_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'ccdB_W1872_t60_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'ccdB_W1872_t90_r1'	'ccdB_upregulation'	'ccdB (a protein toxin) was upregulated in different E.coli cell lines'
'M9_K_appY_r1'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_appY_r2'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_appY_r3'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_arcA_r1'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_arcA_r2'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_arcA_r3'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_arcAfnr_r1'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_arcAfnr_r2'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_arcAfnr_r3'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_fnr_r1'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_fnr_r2'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_fnr_r3'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_oxyR_r1'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_oxyR_r2'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_oxyR_r3'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_soxS_r1'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_soxS_r2'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_soxS_r3'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_WT_r1'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_WT_r2'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_WT_r3'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_appY_anaerobic_r1'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_appY_anaerobic_r2'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_appY_anaerobic_r3'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_arcA_anaerobic_r1'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_arcA_anaerobic_r2'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_arcA_anaerobic_r3'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_arcAfnr_anaerobic_r1'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_arcAfnr_anaerobic_r2'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_arcAfnr_anaerobic_r3'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_fnr_anaerobic_r1'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_fnr_anaerobic_r2'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_fnr_anaerobic_r3'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_oxyR_anaerobic_r1'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_oxyR_anaerobic_r2'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_oxyR_anaerobic_r3'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_soxS_anaerobic_r1'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_soxS_anaerobic_r2'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_K_soxS_anaerobic_r3'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_WT_anaerobic_r1'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_WT_anaerobic_r2'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_WT_anaerobic_r3'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'M9_WT_anaerobic_r4'	'palsson04'	'14 different conditions (wildtype anaerobic, wildtype aerobic, five knockouts and a double knockout all anaerobic and aerobic)'
'WT_MOPS_glucose_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_glucose_r2'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_glucose_r3'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_glucose_r4'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_glucose_r5'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_acetate_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_acetate_r2'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_glycerol_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_glycerol_r2'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_proline_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_proline_r2'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_lateLog_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_lateLog_r2'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_lateLog_r3'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_stationary_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_stationary_r2'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_stationary2_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_stationary2_r2'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_stationary3_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_stationary3_r2'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_stationary4_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_stationary4_r2'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_heatShock_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_acidShock_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_acidShock_r2'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_cipro_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'WT_MOPS_cipro2_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'MOPS_K_crp_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'MOPS_K_crp_r2'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'MOPS_K_crp_r3'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'MOPS_K_cspA_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'MOPS_K_dps_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'MOPS_K_dps_r2'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'MOPS_K_dps_r3'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'MOPS_K_dps_stationary_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'MOPS_K_dps_stationary_r2'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'MOPS_K_dps_stationary2_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'MOPS_K_hns_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'MOPS_K_hns_r2'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'MOPS_K_hns_r3'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'MOPS_K_hupB_r1'	'palsson03'	'E. coli subject to 20 different conditions (wildtype anaerobic, heat shock, acid shock, drugs, five knockouts and different growth phases)'
'MGD1_t0_r1'	'metabolic_burden_response'	'Four synthetic polypeptides were designed to determine the effect of recombinant protein expression on global gene expression patterns'
'MGD1_t0_r2'	'metabolic_burden_response'	'Four synthetic polypeptides were designed to determine the effect of recombinant protein expression on global gene expression patterns'
'MGD1_t30_r1'	'metabolic_burden_response'	'Four synthetic polypeptides were designed to determine the effect of recombinant protein expression on global gene expression patterns'
'MGD1_t30_r2'	'metabolic_burden_response'	'Four synthetic polypeptides were designed to determine the effect of recombinant protein expression on global gene expression patterns'
'pET3d_t0_r1'	'metabolic_burden_response'	'Four synthetic polypeptides were designed to determine the effect of recombinant protein expression on global gene expression patterns'
'pET3d_t0_r2'	'metabolic_burden_response'	'Four synthetic polypeptides were designed to determine the effect of recombinant protein expression on global gene expression patterns'
'pET3d_t30_r1'	'metabolic_burden_response'	'Four synthetic polypeptides were designed to determine the effect of recombinant protein expression on global gene expression patterns'
'pET3d_t30_r2'	'metabolic_burden_response'	'Four synthetic polypeptides were designed to determine the effect of recombinant protein expression on global gene expression patterns'
'pepAA_t0_r1'	'metabolic_burden_response'	'Four synthetic polypeptides were designed to determine the effect of recombinant protein expression on global gene expression patterns'
'pepAA_t0_r2'	'metabolic_burden_response'	'Four synthetic polypeptides were designed to determine the effect of recombinant protein expression on global gene expression patterns'
'pepAA_t30_r1'	'metabolic_burden_response'	'Four synthetic polypeptides were designed to determine the effect of recombinant protein expression on global gene expression patterns'
'pepAA_t30_r2'	'metabolic_burden_response'	'Four synthetic polypeptides were designed to determine the effect of recombinant protein expression on global gene expression patterns'
'pepCO_t0_r1'	'metabolic_burden_response'	'Four synthetic polypeptides were designed to determine the effect of recombinant protein expression on global gene expression patterns'
'pepCO_t0_r2'	'metabolic_burden_response'	'Four synthetic polypeptides were designed to determine the effect of recombinant protein expression on global gene expression patterns'
'pepCO_t30_r1'	'metabolic_burden_response'	'Four synthetic polypeptides were designed to determine the effect of recombinant protein expression on global gene expression patterns'
'pepCO_t30_r2'	'metabolic_burden_response'	'Four synthetic polypeptides were designed to determine the effect of recombinant protein expression on global gene expression patterns'
'carbonSourceForaging_r1'	'carbon_foraging'	'Global gene expression of Escherichia coli growing on succinate'
'carbonSourceForaging_r2'	'carbon_foraging'	'Global gene expression of Escherichia coli growing on succinate'
'ast_pBAD18_r1'	'amber_suppressor_tRNA'	'MG1655 grown in MOPs minimal media with and without expression of an amber suppressor tRNA'
'ast_pBAD18_r2'	'amber_suppressor_tRNA'	'MG1655 grown in MOPs minimal media with and without expression of an amber suppressor tRNA'
'ast_pBAD18_r3'	'amber_suppressor_tRNA'	'MG1655 grown in MOPs minimal media with and without expression of an amber suppressor tRNA'
'ast_pBADsup2_r1'	'amber_suppressor_tRNA'	'MG1655 grown in MOPs minimal media with and without expression of an amber suppressor tRNA'
'ast_pBADsup2_r2'	'amber_suppressor_tRNA'	'MG1655 grown in MOPs minimal media with and without expression of an amber suppressor tRNA'
'ast_pBADsup2_r3'	'amber_suppressor_tRNA'	'MG1655 grown in MOPs minimal media with and without expression of an amber suppressor tRNA'
'fnr_wtAnaerobic_r1'	'fnr_deletion'	'Comparison of gene expression, between wild-type and an isogenic FNR deletion mutant, during shift from aerobic to anaerobic growth conditions in glucose minimal medium.'
'fnr_wtAnaerobic_r2'	'fnr_deletion'	'Comparison of gene expression, between wild-type and an isogenic FNR deletion mutant, during shift from aerobic to anaerobic growth conditions in glucose minimal medium.'
'fnr_wtAnaerobic_r3'	'fnr_deletion'	'Comparison of gene expression, between wild-type and an isogenic FNR deletion mutant, during shift from aerobic to anaerobic growth conditions in glucose minimal medium.'
'fnr_K_fnrAerobic_r1'	'fnr_deletion'	'Comparison of gene expression, between wild-type and an isogenic FNR deletion mutant, during shift from aerobic to anaerobic growth conditions in glucose minimal medium.'
'fnr_K_fnrAerobic_r2'	'fnr_deletion'	'Comparison of gene expression, between wild-type and an isogenic FNR deletion mutant, during shift from aerobic to anaerobic growth conditions in glucose minimal medium.'
'fnr_K_fnrAerobic_r3'	'fnr_deletion'	'Comparison of gene expression, between wild-type and an isogenic FNR deletion mutant, during shift from aerobic to anaerobic growth conditions in glucose minimal medium.'
'fnr_K_fnrAnaerobic_r1'	'fnr_deletion'	'Comparison of gene expression, between wild-type and an isogenic FNR deletion mutant, during shift from aerobic to anaerobic growth conditions in glucose minimal medium.'
'fnr_K_fnrAnaerobic_r2'	'fnr_deletion'	'Comparison of gene expression, between wild-type and an isogenic FNR deletion mutant, during shift from aerobic to anaerobic growth conditions in glucose minimal medium.'
'fnr_K_fnrAnaerobic_r3'	'fnr_deletion'	'Comparison of gene expression, between wild-type and an isogenic FNR deletion mutant, during shift from aerobic to anaerobic growth conditions in glucose minimal medium.'
'fnr_K_fnrAnaerobic_r4'	'fnr_deletion'	'Comparison of gene expression, between wild-type and an isogenic FNR deletion mutant, during shift from aerobic to anaerobic growth conditions in glucose minimal medium.'
'har_S0_noIPTG_r1'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S0_noIPTG_r2'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S0_noIPTG_r3'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S0_R_noIPTG_r1'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
